rid,vid,owner,address,zip
T4914,4914,LIBAN CAB COMPANY,6144 N. ROCKWELL ST.,60659
T5504,5504,SNOWBLIND CAB CORP,2617 S. WABASH AVE.,60616
T446,446,AFSHAR TAXICAB CORP.,4118 W. LAWRENCE AVE.,60630
T6477,6477,KYS. ERINI INC,3351 W. ADDISON ST.,60618
T5693,5693,CHIAROSCURO TRANSIT CORP.,4254 N. WOLCOTT AVE.,60613
T4828,4828,BOKE TRANS INC,2601 W. PETERSON AVE.,60659
T457,457,NABIL EXPRESS INC.,9696 W. FOSTER AVE.,60656
T3043,3043,"WADOOD, INC",9696 W. FOSTER AVE.,60656
T991,991,CHICAGO MEDALLION SEVEN LLC.,9696 W. FOSTER AVE.,60656
T289,289,JOHNS CABS CORP.,4536 N. ELSTON AVE.,60630
T2369,2369,WHITE ROSE CHICAGO CORP,4626 W. CORNELIA AVE.,60641
T1684,1684,WNH TAXI CORP,3351 W. ADDISON ST.,60618
T532,532,NECT 25 LLC,6500 N. WESTERN AVE.,60618
T1751,1751,ZARA EXPRESS INC,3351 W. ADDISON ST.,60618
T4000,4000,SHAWN CAB CO,4750 N. ELSTON AVE.,60630
T4051,4051,MYRTOS CAB CORP,2945 W. PETERSON AVE.,60659
T4057,4057,BLUE STAR TAXICAB INC,5416 N. BROADWAY,60640
T282,282,GUINEA CHICAGO INC,2601 W. PETERSON AVE.,60659
T1721,1721,BAMYAN INC.,6431 N. SEELEY AVE.,60645
T5296,5296,CHICAGO SHUTTLE CORP.,3351 W. ADDISON ST.,60618
T3606,3606,"ADELA, INC.",6500 N. WESTERN AVE.,60645
T4107,4107,LEAK & N ENTERPRISES INC.,4118 W. LAWRENCE AVE.,60630
T6159,6159,ROHAIL CAB CO II,3351 W. ADDISON ST.,60618
T4092,4092,OKIES CAB CORP.,6550 N. CLARK ST.,60626
T790,790,FRAPPE TAXI LLC,4536 N. ELSTON AVE.,60630
T3068,3068,MUSSIE AND SIRAK CORP.,2601 W. PETERSON AVE.,60659
T1953,1953,TAXALE TAXI INC,2617 S. WABASH AVE.,60616
T2944,2944,ENO MARY TRANS INC,2601 W. PETERSON AVE.,60659
T6131,6131,HEYAB CORP,6550 N. CLARK ST.,60626
T1778,1778,A RATTANI INC,9696 W. FOSTER AVE.,60656
T1194,1194,MAX ROLLING CORP.,4118 W. LAWRENCE AVE.,60630
T2310,2310,GEE GEE INC,4118 W. LAWRENCE AVE.,60630
T6015,6015,ZYLON EXPRESS INC,1834 N. DAMEN AVE.,60647
T2161,2161,LALITA TAXI INC,2601 W. PETERSON AVE.,60659
T1344,1344,BARBIE IN CHICAGO CAB CORP,2617 S. WABASH AVE.,60616
T2016,2016,KAMM TRAVEL INC,9696 W. FOSTER AVE.,60656
T5145,5145,HHH & I COMPANY,3351 W. ADDISON ST.,60618
T4887,4887,ZAKS TRANS INC,3351 W. ADDISON ST.,60618
T4425,4425,CHICAGO MEDALLION THREE LLC.,9696 W. FOSTER AVE.,60656
T4250,4250,IVONNE CAB CO INC,3924 W. 66TH ST.,60629
T496,496,FLORINA INC.,6500 N. WESTERN AVE.,60645
T6693,6693,SST CAB CO,4020 W. GLENLAKE AVE.,60646
T3424,3424,FURTUNA CAB CO,4839 N. SAYRE AVE.,60656
T5710,5710,SLSJETS V CAB CORP.,2617 S. WABASH AVE.,60616
T2545,2545,LULYA TRANS INC,2601 W. PETERSON AVE.,60659
T2996,2996,"AIR RIDE TAXICAB, INC.",4020 W. GLENLAKE AVE.,60646
T5369,5369,EXCEL CAB SERVICES INC,7409 N. WESTERN AVE.,60645
T4859,4859,HAMIT ZANI CORP,2601 W. PETERSON AVE.,60659
T4802,4802,CHRIST WAY INC.,3351 W. ADDISON ST.,60618
T1462,1462,EMMA TAXI INC.,2601 W. PETERSON AVE.,60659
T6453,6453,6453 INC.,4536 N. ELSTON AVE.,60630
T3191,3191,UZAIR & TALAH INC,3351 W. ADDISON ST.,60618
T3230,3230,FULL MOON CAB COMPANY,9696 W. FOSTER AVE.,60656
T6024,6024,POSEIDON CAB CORP,2945 W. PETERSON AVE.,60659
T2283,2283,EMIKISSA'S INC,6550 N. CLARK ST.,60626
T3197,3197,JUJU TAXI INC,4118 W. LAWRENCE AVE.,60630
T4891,4891,E & E TAXI COMPANY,9696 W. FOSTER AVE.,60656
T2639,2639,CRYSTAL EXPRESS INC.,4626 W. CORNELIA AVE.,60641
T940,940,SAFI TRANSPORTATION INC,3351 W. ADDISON ST.,60618
T1426,1426,SNOWSTORM II HACKING CORP.,2617 S. WABASH AVE.,60616
T3333,3333,KNOWTICA CAB CO,4020 W. GLENLAKE AVE.,60646
T1669,1669,SLSJETS IV CAB CORP.,2617 S. WABASH AVE.,60616
T5639,5639,ANK CAB INC,3351 W. ADDISON ST.,60618
T608,608,OM CAB CORP.,2601 W. PETERSON AVE.,60659
T3419,3419,EBELLE ONE INC,3351 W. ADDISON ST.,60618
T5348,5348,SAHAR INC,3351 W. ADDISON ST.,60618
T5713,5713,BMC CAB CORP.,3351 W. ADDISON ST.,60618
T3639,3639,CHICAGO MEDALLION TEN LLC,9696 W. FOSTER AVE.,60656
T3312,3312,RANI TAXI CORP,4020 W. GLENLAKE AVE.,60646
T5456,5456,A A CAB CO II,4118 W. LAWRENCE AVE.,60630
T3899,3899,GREAT WAYS TAXI INC,3351 W. ADDISON ST.,60618
T4482,4482,"ALDIN 2, CORP",2601 W. PETERSON AVE.,60659
T3983,3983,SHAMKEREN INC,4118 W. LAWRENCE AVE.,60630
T6,6,YC1 LLC,3351 W. ADDISON ST.,60618
T2921,2921,TASNIM INC,4626 W. CORNELIA AVE.,60641
T881,881,TEGORBA CAB CORP,6550 N. CLARK ST.,60626
T5539,5539,"TAXI MEDALLION GROUP, LLC SERIES 30",4175 N. ELSTON AVE.,60618
T3071,3071,KARIM ALLAM CAB CO,3351 W. ADDISON ST.,60618
T146,146,SABINA CAB INC.,6550 N. CLARK ST.,60626
T1874,1874,CHANDNI CAB COMPANY,3351 W. ADDISON ST.,60618
T6406,6406,"BOLAKO, INC",2601 W. PETERSON AVE.,60659
T2835,2835,FULL MOON CAB COMPANY,9696 W. FOSTER AVE.,60656
T5344,5344,"MODUPEOLA, CORP.",3351 W. ADDISON ST.,60618
T6942,6942,SKI CORP,9696 W. FOSTER AVE.,60656
T4105,4105,NOBLE TAXICAB INC.,3351 W. ADDISON ST.,60618
T5224,5224,CHICAGO TREASURERY INC,2445 W. BALMORAL AVE.,60625
T6093,6093,"BOLBLIK, INC.",2601 W. PETERSON AVE.,60659
T4076,4076,RED SEA EXPRESS INC,4626 W. CORNELIA AVE.,60641
T5855,5855,ZARA NOOR INC,9696 W. FOSTER AVE.,60656
T6151,6151,FLAG CAB CORP.,3351 W. ADDISON ST.,60618
T2077,2077,"BOLBLIK, INC.",2601 W. PETERSON AVE.,60659
T4124,4124,"LUCKY SEVEN CHICAGO ONE, INC.",2617 S. WABASH AVE.,60616
T923,923,TIMBI CAB CO,9696 W. FOSTER AVE.,60656
T1884,1884,FOLARIN GBOYEGA,4827 N. SHERIDAN RD.,60640
T4349,4349,BIRA GILL INC.,4118 W. LAWRENCE AVE.,60630
T4110,4110,SHOTOR CAB CO,9696 W. FOSTER AVE.,60656
T2236,2236,"WADOOD, INC",9696 W. FOSTER AVE.,60656
T4827,4827,BARROW TAXI LLC,4536 N. ELSTON AVE.,60630
T2363,2363,SHANTI CORPORATION,3351 W. ADDISON ST.,60618
T1699,1699,SATTI INC,3351 W. ADDISON ST.,60618
T2943,2943,2943 TX CORPORATION,9696 W. FOSTER AVE.,60656
T6597,6597,FAKHAR-CORPORATION,4020 W. GLENLAKE AVE.,60646
T6210,6210,MEGABIT 15 INC,4626 W. CORNELIA AVE.,60641
T2777,2777,CATHY CAB CO,9696 W. FOSTER AVE.,60656
T6737,6737,TAXI MEDALLION GROUP LLC - SERIES 36,4175 N. ELSTON AVE.,60618
T1815,1815,KOSCIUSKO CAB CO,4847 W. CONGRESS PKWY.,60644
T1244,1244,YC21 LLC,3351 W. ADDISON ST.,60618
T4550,4550,SANTORINI CAB CORP.,4536 N. ELSTON AVE.,60630
T2939,2939,MAYFAIR CAB LLC,4536 N. ELSTON AVE.,60630
T3309,3309,KYEREMAACHAKUS INC,3351 W. ADDISON ST.,60618
T588,588,"CHICAGO POLO XIII, INC.",2617 S. WABASH AVE.,60616
T3506,3506,"ALL AMERICAN CAB CO., INC.",9696 W. FOSTER AVE.,60656
T4765,4765,ASLI TAXI INC,4626 W. CORNELIA AVE.,60641
T2601,2601,"LUBNA, INC.",2601 W. PETERSON AVE.,60659
T2882,2882,S O S CAB COMPANY,6550 N. CLARK ST.,60626
T6765,6765,CHICAGO CITY TAXICAB SERVICE INC,6217 N. WINTHROP AVE.,60660
T4289,4289,MEASHO CAB CORP,6550 N. CLARK ST.,60626
T6325,6325,BLISS TAXI INC.,9696 W. FOSTER AVE.,60656
T1767,1767,"MARGA ZORA, CORP.",9696 W. FOSTER AVE.,60656
T2915,2915,GULAB TRANSPORTATION INC,3351 W. ADDISON ST.,60618
T1072,1072,ZAINA CAB CORPORATION,4626 W. CORNELIA AVE.,60641
T3720,3720,"ADELA, INC.",6500 N. WESTERN AVE.,60645
T6256,6256,ABU-ASSAF CORP,3351 W. ADDISON ST.,60618
T3380,3380,HASAN & HOSAIN INC,2800 W. PETERSON AVE.,60659
T307,307,GYPSY CAB CORP.,2617 S. WABASH AVE.,60616
T512,512,RITE TIME CAB CO,3351 W. ADDISON ST.,60618
T5421,5421,TAXI MEDALLIONGROUP LLCSERIESXXIX,3351 W. ADDISON ST.,60618
T5777,5777,CRYSTAL EXPRESS INC.,4626 W. CORNELIA AVE.,60641
T5295,5295,"LUCKY SEVEN CHICAGO ONE, INC.",2617 S. WABASH AVE.,60616
T6823,6823,FILE ZANI CORP.,2601 W. PETERSON AVE.,60659
T1985,1985,MEREB CAB CORP,6550 N. CLARK ST.,60626
T6332,6332,"CHICAGO CAB, INC. #1",6550 N. CLARK ST.,60626
T2735,2735,MESSE & YAT INC,2532 W. WARREN BLVD.,60612
T3245,3245,BIG CITY TAXI CORP.,4536 N. ELSTON AVE.,60630
T5690,5690,TABITI EXPRESS INC,3351 W. ADDISON ST.,60618
T6165,6165,PEACE INC.,6550 N. CLARK ST.,60626
T6763,6763,TAXI MEDALLION GROUP LLC-SERIES 38,4175 N. ELSTON AVE.,60618
T2221,2221,REX 2 INC.,6500 W. WESTERN AVE.,60645
T1402,1402,MASOODY INC,4118 W. LAWRENCE AVE.,60630
T657,657,NECT 45 LLC,6500 N. WESTERN AVE.,60645
T5346,5346,FLYING CAB CO,2601 W. PETERSON AVE.,60659
T2193,2193,MAYFAIR CAB LLC,4536 N. ELSTON AVE.,60630
T5165,5165,PORTO CAB INC.,3351 W. ADDISON ST.,60618
T2427,2427,NECT 14 LLC,6500 N. WESTERN AVE.,60645
T6945,6945,TANAKA TRANS CORP.,4626 W. CORNELIA AVE.,60641
T2766,2766,SOLIANA CORP,6550 N. CLARK ST.,60626
T5725,5725,CHICAGO METRO EXPRESS INC,4626 W. CORNELIA AVE.,60641
T6497,6497,FARHAN TRANSPORTATION INC.,9696 W. FOSTER AVE.,60656
T5750,5750,HYDRA CAB CORP,2945 W. PETERSON AVE.,60659
T2694,2694,ANAS CAB CO,4626 W. CORNELIA AVE.,60641
T6882,6882,MOMO LLC,4536 N. ELSTON AVE.,60630
T4143,4143,KALAVRITA CAB CORP,2945 W. PETERSON AVE.,60659
T2167,2167,TRIBECA TWO CAB CORP.,4536 N. ELSTON AVE.,60630
T5804,5804,TEEMU CORPORATION,4626 W. CORNELIA AVE.,60641
T1761,1761,S. BAIG CORP.,4118 W. LAWRENCE AVE.,60630
T6169,6169,MIGHTY CONCEPTS INC,2532 W. WARREN BLVD.,60612
T3316,3316,ADEBIDAYEKUN INC,3351 W. ADDISON ST.,60618
T1506,1506,GSJ TAXI CO.,4020 W. GLENLAKE ST.,60646
T2013,2013,D. K. ENTERPRISES INC,4626 W. CORNELIA AVE.,60641
T5078,5078,OKABS INC,3351 W. ADDISON ST.,60618
T3414,3414,SCAMPER CAB CO.,3351 W. ADDISON ST.,60618
T4895,4895,SHAMPA TRANS INC,2601 W. PETERSON AVE.,60659
T431,431,MCCAB VII CORP.,4626 W. CORNELIA AVE.,60641
T4401,4401,FEMDOT INC,3351 W. ADDISON ST.,60618
T3750,3750,DOUBLE STAR TAXICAB INC.,2601 W. PETERSON AVE.,60659
T1376,1376,ZEE SULTAN CORP,5200 N. OTTO AVE.,60656
T1147,1147,CRAZY JEFFREY CAB CORP,2617 S. WABASH AVE.,60616
T4666,4666,MCCAB XVI CORP.,3351 W. ADDISON ST.,60618
T3248,3248,SAFE-WAY CAB CO.,3351 W. ADDISON ST.,60618
T5790,5790,L C CAB CO,3351 W. ADDISON ST.,60618
T4870,4870,HASAN ZANI CORP.,2601 W. PETERSON AVE.,60659
T916,916,NECT 36 LLC,6500 N. WESTERN AVE.,60645
T3440,3440,FELLYTONE INC,4118 W. LAWRENCE AVE.,60630
T6355,6355,TOMMY & JERRY TAXI INC,4626 W. CORNELIA AVE.,60641
T721,721,SAGGITARIUS 1 INC.,6500 N. WESTERN AVE.,60645
T4161,4161,ERMAKA INC,3351 W. ADDISON ST.,60618
T3724,3724,ADRIAN INC.,6500 N. WESTERN AVE.,60645
T1122,1122,NS TRANSPORTATION INC,9696 W. FOSTER AVE.,60656
T3647,3647,J J CHICAGO INC,4626 W. CORNELIA AVE.,60641
T1188,1188,EISA TRANSPORT INC,2079 W. ESTES AVE.,60645
T5883,5883,ARBERIA CAB CO,5851 N. ELSTON AVE.,60646
T2480,2480,"ABRON CAB COMPANY, INC.",9696 W. FOSTER AVE.,60656
T2294,2294,RONALDO F. CIFUENTES,5616 N. JERSEY AVE.,60659
T4700,4700,BAROMETER II HACKING CORP.,2617 S. WABASH AVE.,60616
T2320,2320,SIRI-LAK INC.,4626 W. CORNELIA ST.,60641
T5303,5303,TAXI MEDALLION GROUP LLC-SERIES XVI,4175 N. ELSTON AVE.,60618
T4645,4645,"HODO TRANS, INC",2601 W. PETERSON AVE.,60659
T3992,3992,RIDGEVIEW CAB CORP.,9696 W. FOSTER AVE.,60656
T3900,3900,IMAGE TAXICAB INC,3351 W. ADDISON ST.,60618
T1143,1143,GRAPEVINE TAXI LLC,4536 N. ELSTON AVE.,60630
T6223,6223,ARMITAGE TAXI LLC,4536 N. ELSTON AVE.,60630
T5576,5576,TRAVEL SOURCE  INC,3351 W. ADDISON ST.,60618
T6738,6738,TAXI MEDALLION GROUP LLC - SERIES 36,4175 N. ELSTON AVE.,60618
T5721,5721,LOMBARD CAB CO INC,2601 W. PETERSON AVE.,60659
T129,129,MR TAXI 2 INC,3351 W. ADDISON ST.,60618
T5029,5029,OKUNDAYE & SONS CO,4118 W. LAWRENCE AVE.,60630
T4458,4458,ROBLES CORP,3351 W. ADDISON ST.,60618
T3845,3845,SUKHI ENTERPRISES INC.,3351 W. ADDISON ST.,60618
T3713,3713,FREDERICK COBBOLD,1652 N. VINE ST.,60614
T6619,6619,DEKA TWO CAB CORP.,4536 N. ELSTON AVE.,60630
T689,689,NECT 32 LLC,6500 N. WESTERN AVE.,60645
T2585,2585,CHICAGO EXPRESS INC.,4626 W. CORNELIA AVE.,60641
T5763,5763,AASHI CAB CORP.,2601 W. PETERSON AVE.,60659
T5274,5274,SAAB TRANS INC,4118 W. LAWRENCE AVE.,60630
T1607,1607,LILLY CAB CORP,2617 S. WABASH AVE.,60616
T144,144,ADE'S ENTERPRISES INC,3351 W. ADDISON ST.,60618
T6270,6270,KE ASSOCIATES INC,4626 W. CORNELIA AVE.,60641
T5043,5043,SUNG HEE CAB CO.,4118 W. LAWRENCE AVE.,60630
T610,610,JUSTIN LEVY CAB CORP.,2738 W. FULTON ST.,60612
T6574,6574,BABYLON EXPRESS INC,6247 N. HARLEM AVE.,60631
T1270,1270,HALABJAH INC.,3351 W. ADDISON ST.,60618
T677,677,SANTORINI CAB CORP.,4536 N. ELSTON AVE.,60630
T656,656,MINHANA INC.,4626 W. CORNELIA AVE.,60641
T5906,5906,AAA TRANS INC.,9696 W. FOSTER AVE.,60656
T1171,1171,PAK AMERICAN TRANSPORATION INC,2601 W. PETERSON AVE.,60659
T3497,3497,EDWARD Y MOHN,9838 S. DOBSON AVE.,60628
T6859,6859,U NEED A CAB INC,2601 W. PETERSON AVE.,60659
T5577,5577,"TAXI MEDALLION GROUP, LLC SERIES 30",4175 N. ELSTON AVE.,60618
T1881,1881,CHITOWN CAB INC. # III,4020 W. GLENLAKE AVE.,60646
T1514,1514,REX 2 INC.,6500 W. WESTERN AVE.,60645
T3632,3632,SETARE INC.,2945 W. PETERSON AVE.,60659
T2197,2197,BERHANE HABTEMARIAM TAXI CO.,4554 N. BROADWAY AVE.,60640
T2217,2217,LEE G INC,4118 W. LAWRENCE AVE.,60630
T5347,5347,"CHICAGO POLO VIII, INC.",2617 S. WABASH AVE.,60616
T6751,6751,TAXI MEDALLION GROUP LLC-SERIES 37,4175 N. ELSTON AVE.,60618
T4169,4169,DENBENA INC,6550 N. CLARK ST.,60626
T1584,1584,SLSJETS I CAB CORP.,2617 S. WABASH AVE.,60616
T268,268,HASSAM INC,4820 N. KEDZIE AVE.,60625
T6394,6394,BIG APPLE CAB ONE CO.,3351 W. ADDISON ST.,60618
T1965,1965,1965 TAXI LLC,4118 W. LAWRENCE AVE.,60630
T1054,1054,GRAND CAB COMPANY,4020 W. GLENLAKE AVE.,60646
T2356,2356,SHEZAN INC,9696 W. FOSTER AVE.,60656
T5719,5719,PADI INC,3351 W. ADDISON ST.,60618
T5387,5387,SETARE 2 INC,2945 W. PETERSON AVE.,60659
T4703,4703,"CHICAGO POLO IX, INC.",2617 S. WABASH AVE.,60616
T2135,2135,SAIL TAXI INC,4536 N. ELSTON AVE.,60630
T4745,4745,FRONT LINE TAXI INCORPORATED,6550 N. CLARK ST.,60626
T2381,2381,THUKKA PADAN DAWA INC,4020 W. GLENLAKE AVE.,60646
T3789,3789,CHICAGO MEDALLION ONE LLC.,9696 W. FOSTER AVE.,60656
T4213,4213,TOLIMA TAXI SERVICE INC,2601 W. PETERSON AVE.,60659
T3,3,YC1 LLC,3351 W. ADDISON ST.,60618
T3361,3361,MAYFAIR CAB LLC,4536 N. ELSTON AVE.,60630
T2594,2594,ABAZA TRANS INC,2154 W. CERMAK RD.,60608
T5324,5324,HAMADOU INC,4118 W. LAWRENCE AVE.,60630
T1364,1364,"REX 6, INC.",6500 N. WESTERN AVE.,60645
T990,990,ELSTON FIVE LLC,2738 W. FULTON ST.,60612
T3634,3634,BIG APPLE CAB TWO CO,3351 W. ADDISON ST.,60618
T1305,1305,CHITOWN CAB INC. #V,4020 W. GLENLAKE AVE.,60646
T4657,4657,URBAN RITE INC.,3351 W. ADDISON ST.,60618
T6396,6396,EZJZ 1 TRANS INC,2601 W. PETERSON AVE.,60659
T1831,1831,ERITREA CAB CORP,2800 W. PETERSON AVE.,60659
T1109,1109,ABADANI INC,9696 W. FOSTER AVE.,60656
T1544,1544,"FLAZ LIMO AND TAXI, INC",9696 W. FOSTER AVE.,60656
T3577,3577,N I CAB CO,9696 W. FOSTER AVE.,60656
T2559,2559,"DESIDERATO CAB COMPANY, INC.",9696 W. FOSTER AVE.,60656
T5925,5925,SEGEN TAXI CORP,6550 N. CLARK ST.,60626
T3415,3415,"FAMAGUSTA TRANS, INC",2601 W. PETERSON AVE.,60659
T4849,4849,ACROSS THE TOWN CAB CORP,4536 N. ELSTON AVE.,60630
T428,428,MCCAB VII CORP.,4626 W. CORNELIA AVE.,60641
T3064,3064,RADIANT CAB CO INC,4237 W. DEVON AVE.,60646
T2582,2582,HASEEB INC,4118 W. LAWRENCE ST.,60630
T3405,3405,NOBLE CAB CO,9696 W. FOSTER AVE.,60656
T3008,3008,MIKA CAB CO INC,4626 W. CORNELIA AVE.,60641
T2454,2454,CHICAGO CAB 2 CORP.,2945 W. PETERSON AVE.,60659
T5195,5195,OSPON CORPORATION,6550 N. CLARK ST.,60626
T6626,6626,VISTA CAB CO,2601 W. PETERSON AVE.,60659
T6534,6534,SWEET JESUS TAXI CO.,8059 S. ARTESIAN AVE.,60652
T4067,4067,LAIGHT TAXI CORP.,4536 N. ELSTON AVE.,60630
T1528,1528,CH. TAXI I CORP.,3351 W. ADDISON ST.,60618
T2596,2596,MARCO CAB CO,2028 W. CONCORD PL.,60647
T1290,1290,DANIEL T. EGUALE,5416 N. BROADWAY ST.,60640
T2608,2608,"TAXI MEDALLION GROUP,LLC-SERIES V",4175 N. ELSTON AVE.,60618
T6101,6101,REX 10 INC,6500 N. WESTERN AVE.,60645
T2247,2247,MATTHEW'S TAXI CORP.,5765 N. LINCOLN AVE.,60659
T1422,1422,FLAMINGO CAB CO.,2601 W. PETERSON AVE.,60659
T2631,2631,RAMIZ INC,3351 W. ADDISON ST.,60618
T1750,1750,BMF INC,9696 W. FOSTER AVE.,60656
T5434,5434,MONTY CAB CO,1700 N. LOCKWOOD AVE.,60639
T5020,5020,TAXI MEDALLION GROUP LLC SERIES 28,3351 W. ADDISON ST.,60618
T2275,2275,KARR CAB COMPANY,9696 W. FOSTER AVE.,60656
T4247,4247,MADITTO INC.,2601 W. PETERSON AVE.,60659
T4793,4793,BLUE EYES CAB CORP.,2617 S. WABASH AVE.,60616
T2481,2481,"ABRON CAB COMPANY, INC.",9696 W. FOSTER AVE.,60656
T4529,4529,SIENNA ZONE CAB CO.,2617 S. WABASH AVE.,60616
T866,866,MEDALLION FUNDING CHICAGO CORP II,4626 W. CORNELIA AVE.,60641
T757,757,R. HAROON INC,3351 W. ADDISON ST.,60618
T140,140,MR TAXI 1 INC,3351 W. ADDISON ST.,60618
T2511,2511,ALTHERAS CAB CORP,2945 W. PETERSON AVE.,60659
T4294,4294,MODENA TAXI LLC,4536 N. ELSTON AVE.,60630
T5816,5816,"CHICAGO CAB, INC. #1",6550 N. CLARK ST.,60626
T2342,2342,OAM INC,4626 W. CORNELIA AVE.,60641
T5520,5520,SHAFI CHICAGO CORP.,3351 W. ADDISON ST.,60618
T5484,5484,SEMBEL CAB CORPORATION,4626 W. CORNELIA AVE.,60641
T2833,2833,CHIEFY CAB CO,2202 N. ROCKWELL ST.,60647
T3664,3664,LUXURY LINE TAXI CAB INC,5854 N. JERSEY AVE.,60659
T2291,2291,AMADOR CAB CO,2800 W. PETERSON AVE.,60659
T1343,1343,AQUARIUS CAB INC.,6500 N. WESTERN AVE.,60645
T1663,1663,STEFANIE AND ANDREW CAB CORP.,3351 W. ADDISON ST.,60618
T1524,1524,ACROSS THE TOWN CAB CORP,4536 N. ELSTON AVE.,60630
T3908,3908,SLSJETS I CAB CORP.,2617 S. WABASH AVE.,60616
T5100,5100,KHAN CAB CO,4118 W. LAWRENCE AVE.,60630
T1280,1280,YC22 LLC,3351 W. ADDISON ST.,60618
T5823,5823,KNIGHT RIDER INC,4626 W. CORNELIA AVE.,60647
T4451,4451,NEW AMSTERDAM LEASING CORP.,3351 W. ADDISON ST.,60618
T5570,5570,MECHID INC,9696 W. FOSTER AVE.,60656
T1982,1982,CHICAGO CAB CORP.,2945 W. PETERSON AVE.,60659
T1667,1667,CCC CAB CORP,3351 W. ADDISON ST.,60618
T1733,1733,ROHEE CAB INC,3351 W. ADDISON ST.,60618
T607,607,REGIS CAB COMPANY,4118 W. LAWRENCE AVE.,60630
T4840,4840,ALL FOUR SEASONS INC,9696 W. FOSTER AVE.,60656
T4052,4052,MASKAB INC,2028 W. CONCORD PL.,60647
T5010,5010,BOK CAB CO,4626 W. CORNELIA AVE.,60641
T4749,4749,SOS TWO INC.,4626 W. CORNELIA AVE.,60641
T6519,6519,GEELMAN CORP.,2800 W. PETERSON AVE.,60659
T896,896,NECT 16 LLC,6500 N. WESTERN AVE.,60645
T2960,2960,OUR JOY CORP,3351 W. ADDISON ST.,60618
T5049,5049,KR & AZ ENTERPRISE INC,2532 W. WARREN BLVD.,60612
T127,127,NOOR & NADA INC,3351 W. ADDISON ST.,60618
T4102,4102,ADAMS TAXI LLC,4536 N. ELSTON AVE.,60630
T35,35,AMUN TRANS INC.,4118 W. LAWRENCE AVE.,60630
T5722,5722,SHYLOH INC,9696 W. FOSTER AVE.,60656
T6648,6648,R & J CAB CO,9696 W. FOSTER AVE.,60656
T3301,3301,"TANAKA TRANS CORP., II",4626 W. CORNELIA AVE.,60641
T4531,4531,BANO TRANS INC,3351 W. ADDISON ST.,60618
T4746,4746,M & W TAXI INC.,4020 W. GLENLAKE AVE.,60646
T1042,1042,PLAYING POLO IN CHICAGO INC,2617 S. WABASH AVE.,60616
T934,934,TAXI ME INC,3351 W. ADDISON ST.,60618
T6968,6968,B & B TAXI CAB INC,3351 W. ADDISON ST.,60618
T4384,4384,"NECT 3, INC",6500 N. WESTERN AVE.,60645
T4992,4992,J Y & S H INC,4626 W. CORNELIA AVE.,60641
T1562,1562,CASTAWAYS CAB LTD,2532 W. WARREN BLVD.,60612
T1654,1654,PRESTIGE TAXI CORP,2601 W. PETERSON AVE.,60659
T6170,6170,POSEIDON CAB CORP,2945 W. PETERSON AVE.,60659
T3848,3848,CHICAGO MEDALLION ONE LLC.,9696 W. FOSTER AVE.,60656
T5021,5021,GOLEMI TRANS INC,2601 W. PETERSON AVE.,60659
T6913,6913,BADIA INC,2601 W. PETERSON AVE.,60659
T4369,4369,BOULEVARD 1 CORP,3801 N. ELSTON AVE.,60618
T5978,5978,"KHADER TAXI CAB, INC.",5978 N. LINCOLN AVE.,60659
T5573,5573,SWEETGRASS CAPITAL CORP.,3351 W. ADDISON ST.,60618
T1296,1296,CHARLES TAXI LLC,4536 N. ELSTON AVE.,60630
T379,379,NECT 27 LLC,6500 N. WESTERN AVE.,60645
T5895,5895,AIM TRANSPORTATION INC,2601 W. PETERSON AVE.,60659
T6274,6274,A K O S INC,4020 W. GLENLAKE AVE.,60646
T2293,2293,"U-KEY, INC.",9696 W. FOSTER AVE.,60656
T3040,3040,SAMRAZA INC,3351 W. ADDISON ST.,60618
T4103,4103,G & A CAB CORP,4626 W. CORNELIA AVE.,60641
T5466,5466,LIVIA TRANS INC,2601 W. PETERSON AVE.,60659
T1419,1419,B M K CORP.,6516 W. HIGGINS AVE.,60656
T1374,1374,PHARAOH TAXI INC.,9696 W. FOSTER AVE.,60656
T232,232,BABY CAB CORP.,2617 S. WABASH AVE.,60616
T3051,3051,Z J A CAB INC,4118 W. LAWRENCE AVE.,60630
T3813,3813,PROFIT INTERNATIONAL INC.,3351 W. ADDISON ST.,60618
T2531,2531,ALI TAXI CORP.,6550 N. CLARK ST.,60626
T6938,6938,ARM TAXI INC.,4020 W. GLENLAKE AVE.,60646
T3651,3651,DEGAN INC.,5200 N. OTTO AVE.,60656
T1623,1623,"ALANAJ, INC.",5765 N. LINCOLN AVE.,60659
T5294,5294,ARCTIC INC,9696 W. FOSTER AVE.,60656
T553,553,WULLEN CAB CO.,5200 N. OTTO AVE.,60656
T3866,3866,ANDREW AND STEVEN CAB CORP.,9696 W. FOSTER AVE.,60656
T908,908,REX 3 INC.,6500 N. WESTERN AVE.,60630
T6818,6818,NECT 12 LLC,6500 N. WESTERN AVE.,60645
T23,23,ROADWAY CAB CO,4301 W. MONTROSE AVE.,60641
T3442,3442,4 U BUDDY CO,9696 W. FOSTER AVE.,60656
T3815,3815,GREEN EYES CAB CORP.,2617 S. WABASH AVE.,60616
T6573,6573,AWGET INC.,6550 N. CLARK ST.,60626
T1670,1670,AZITA CAB CORP,4626 W. CORNELIA AVE.,60641
T2476,2476,ANIS INC,5132 W. WARWICK AVE.,60641
T2295,2295,CHICAGO EXPRESS CAB CO,3351 W. ADDISON ST.,60618
