account,ward,aid,business,address,zip
322714,49,775,GOOD TO GO JAMAICAN CUISINE LLC,1945-1947 W HOWARD ST 1,60626
32273,14,NaN,HAIR SHOCK,5200 S ARCHER AVE 1ST,60632
322744,37,NaN,C N A,4545 W DIVISION ST 1,60651
322754,21,NaN,VIRLENE MOORE,315 W 97TH ST 1ST,60628
322762,23,NaN,"SHOE HOSPITAL, INC.",5700 S CICERO AVE CONCOURSE B S.A.R.,60638
322797,3,724,"Windy City Media Group, Windy City Times",1900 S PRAIRIE AVE FIRST,60616
322809,12,743,"CHICAGO INDOOR SPORTS, LLC",3900 S ASHLAND AVE,60609
322810,42,676,401 NORTH WABASH AVENUE HOTEL CONDOMINIUM ASSO...,401 N WABASH AVE 1-27,60611
322818,41,895,KARMA TALENT & ENTERTAINMENT,8430 W BRYN MAWR AVE 1ST 100,60631
322821,23,NaN,VILLA ARTE,3635 W 63RD ST  E,60629
32285,44,NaN,CHICAGO HONDA AUTHORITY,2825 N SHEFFIELD AVE # 1,60657
322858,25,NaN,"KF PUBLISHING COMPANY GROUP, USA",2143 S CHINA PL 2ND B,60616
322913,8,NaN,METRO SELF STORAGE,1001 E 87TH ST,60619
322923,26,724,MODERN PET,524 N OAKLEY BLVD 3,60612
322982,42,601,"SOURCE WORKS DEVELOPMENT, LLC",345 N CANAL ST 3RD 301,60606
323,42,775,RON OF JAPAN INC,230 E ONTARIO ST,60611
323026,27,NaN,"RIVERWEST FITNESS STUDIO, LLC",664-666 W HUBBARD ST 2ND,60654
323069,48,NaN,TEVO T. HOWARD,6166 N SHERIDAN RD 12TH 12E,60660
3231,8,775,KUDUS HEALTH FOOD STORE,8513 S COTTAGE GROVE AVE 1ST,60619
32311,30,NaN,National College of Naprapathic Medicine,3330 N MILWAUKEE AVE  1,60641
323155,16,638,LA CHAPARRITA DE CHICAGO #2,5957 S KEDZIE AVE 1,60629
323169,3,775,NICKY'S IN-N-OUT,4240 S WENTWORTH AVE 1,60609
32321,39,NaN,GUARDIAN GRAPHICS LTD,4636 W LAWRENCE AVE 1ST,60630
32326,46,823,GAN SHALOM (TEMPLE SHOLOM) OF,3480 N LAKE SHORE DR 1ST,60657
32331,30,638,AVONDALE MUSIC HALL,3336-3342 N MILWAUKEE AVE 1ST,60641
323367,22,NaN,"ROADLINK USA MIDWEST, LLC",4201 W 36TH ST 4TH,60632
323372,27,NaN,RON N. MARK,1404 N LA SALLE DR GARDEN,60610
323406,37,775,MARGIE'S BEEF,1334 N CICERO AVE 1ST FLOOR 1,60651
323414,45,NaN,Assemblage Ltd,5681 N NORTHWEST HWY 1,60646
323429,42,648,WHITE LOTUS CLEANERS,291 N UNION AVE 1ST FLOOR 1,60661
32350,50,NaN,RENDELL  SALES CO,3621 W DEVON AVE  1,60659
323541,16,NaN,"ONE LIVE, LOVE & WEAR LLC",631 W 61ST PL 1ST,60621
323544,27,NaN,HARMONY SALON,212 N CARPENTER ST 1ST A1 & 2,60607
323554,22,NaN,H-N IRON WORKS FENCE,4147 W OGDEN AVE 1ST,60623
323558,20,NaN,J-BEES,4746 S ASHLAND AVE 1ST,60609
323560,18,NaN,JUST 4 KIDS,7601 S CICERO AVE 1ST 1426,60652
32357,46,NaN,LEWIS PITZELE,4250 N MARINE DR  2433,60613
323608,43,NaN,GALT BABY,1901 N CLYBOURN AVE 1ST,60614
323658,8,763,JEFFERY DOLLAR PLUS & MORE,8643 - 8645 S COTTAGE GROVE AVE 1ST FLOOR 1,60619
323679,39,NaN,"LUV SPORTS, INC.",5860 N PULASKI RD 1,60646
323692,28,NaN,MISSION DESIGN STUDIOS,2147 W BOWLER ST 1ST,60612
323727,48,NaN,ALEN ILIC INC.,4950 N MARINE DR 8 807,60640
323730,7,NaN,SUDZONE,1653 E 71ST ST 1,60649
323746,26,NaN,"MUNICIPAL LAUNDRY, INC.",2559 W DIVISION ST 1ST,60622
323767,12,814,JUANITAS MEXICAN FOOD,2700 S ROCKWELL ST,60608
323815,26,NaN,DEEPLINE,825 N CALIFORNIA AVE 1,60622
323839,16,NaN,ALVAREZ CONSTRUCTION,5257 S ASHLAND AVE 1ST,60609
32389,8,NaN,H TURNER CO,1043 E 95TH ST 1ST,60619
323898,16,763,"WESTERN FOOD MART, INC.",6500-6504 S WESTERN AVE 1,60636
323958,33,850,ALTARIFI TRAVEL,4506 N KEDZIE AVE,60625
323968,19,602,"CHICAGO'S PULSE CPR TRAINING, INC",3215-3219 W 111TH ST,60655
323988,48,638,BIG JONES,5347 N CLARK ST,60640
32399,12,NaN,LA TAPATIA INC,2729 W CERMAK RD 1ST,60608
323990,12,NaN,A DAY & NIGHT HEATING & AIR CONDITIONING,3461 S ARCHER AVE 1ST,60608
324,47,774,J R FOOD AND LIQUORS,3356 N PAULINA ST,60657
324034,12,NaN,GENIO'S SPORTS,3109 W CERMAK RD,60623
324035,28,864,MEXICOL ENTERPRISES,2444 W 16TH ST 4,60608
324047,27,NaN,SPARROWS HARDWARE,3259 W CHICAGO AVE 1,60651
324057,20,775,HAROLDS CHICKEN #2,6419 S COTTAGE GROVE AVE,60637
32409,42,NaN,"THE PARADIGM GROUP,LTD.",233 S WACKER DR  9700,60606
324114,14,NaN,"RECALL TOTAL INFORMATION MANAGEMENT, INC.",4242 W ANN LURIE PL,60632
324122,13,NaN,"ACE PLUMBING & SEWER, INC.",5801 S MCVICKER AVE 1ST,60638
324134,27,NaN,DIVLAWN GROCERIES,3659 W DIVISION ST 1,60651
324157,8,NaN,PEARL'S CLASSY RESALE OUTLET,8112 S COTTAGE GROVE AVE 1,60619
324181,13,894,DIVINE'S SALON,6715 S PULASKI RD 1 1,60629
32423,25,NaN,VENTURA ENTERPRISES INC.,1925 S WESTERN AVE 1 1,60608
324249,2,720,GIRLS ON THE RUN CHICAGO,1643 N MILWAUKEE AVE 2 2,60647
324277,26,NaN,BOOKS PLUS PUBLICATION,2546 W DIVISION ST,60622
324299,34,NaN,"IMANI CHILDRENS ACADEMY, INC.",11443 S HALSTED ST 1ST,60628
324325,2,855,LAZ PARKING CHICAGO,1118 N STATE ST,60610
324339,42,NaN,"R.J. O'BRIEN & ASSOCIATES, LLC",222 S RIVERSIDE PLZ 9 900,60606
324352,46,638,ROCKS LAKEVIEW,3463-3467 N BROADWAY  1ST,60657
324357,42,743,EPIC,"112 - 114 W HUBBARD ST 1ST, 2ND",60654
324411,19,NaN,COUNTRY FINANCIAL,10414 S WESTERN AVE 1ST,60643
32445,42,NaN,SALON DISTEFANO,405 N WABASH AVE 1ST,60611
324454,42,814,Kerzenstudio Poennighaus,50 W WASHINGTON ST,60602
324458,42,814,HANDELSAGENTUR FRANK RAUSCHER,50 W WASHINGTON ST,60602
324481,10,775,CHICAGO PITA KITCHEN,12600 S TORRENCE AVE 2,60633
324499,41,NaN,Bob's Tree Farm,5600 N HARLEM AVE,60631
324503,37,NaN,SHAK 2 WIRELESS,1145-47 N PULASKI RD 1ST,60651
324506,26,775,"LA CANASTA BAKERY, INC.",3575 W ARMITAGE AVE 1ST,60647
32451,19,NaN,CLUTTERED CUPBOARD,10332 S WESTERN AVE 1ST,60643
324610,16,NaN,63RD STREET OUTLET,2621 W 63RD ST 1ST,60629
324639,2,NaN,"BRW CONTRACTORS, LLC.",1550 N CLARK ST 2ND,60610
324651,12,NaN,IRMA L. MENDEZ,4100 S ASHLAND AVE 1ST 608,60609
324692,42,NaN,TISHMAN SPEYER,10 S WACKER DR 12TH 1200,60606
324707,39,NaN,SHUREE HOME HEALTHCARE,4492 W LAWRENCE AVE 1,60630
324713,42,NaN,"3 TO 1 STUDIOS, LLC",410 S MICHIGAN AVE 4TH 421,60605
324715,42,NaN,"THE BOW WRIGHT SHOP, LLC",410 S MICHIGAN AVE 4TH 419,60605
32476,45,NaN,CHGO OUTFITTERS/D & L APPAREL,4639 N MILWAUKEE AVE  1,60630
324844,19,NaN,MO MONEY TAXES,9035 S WESTERN AVE 1ST,60620
32489,49,717,6962 N. Glenwood Corp.,6900 N GLENWOOD AVE,60626
3249,11,NaN,THUNDERBIRD CATERING CO,1204 W 36TH PL  1ST,60609
324921,42,NaN,CONKLIN CONSULTING,28 E JACKSON BLVD 4TH 423,60604
324925,42,898 | 619,NETIKUS.NET LTD,225 W WASHINGTON ST 22 2200,60606
324974,42,NaN,"VENERABLE PARTNERS, LLC",233 S WACKER DR 93 9305,60606
3250,11,NaN,"TRIPLE A SERVICES, INC.",2637 S THROOP ST,60608
325018,32,197,Jackson Hewitt Tax Service,1959 N WESTERN AVE 1,60647
325019,25,814,Mayflower Chinese Restaurant,2200 S WENTWORTH AVE,60616
325032,42,NaN,SIGNATURE CONSULTANTS LLC,233 S WACKER DR 50TH 5220,60606
325099,41,NaN,KOELNMESSE INC.,8700 W BRYN MAWR AVE 6 640N,60631
325124,42,NaN,CHICAGO MUSIC STUDIO,410 S MICHIGAN AVE 6 640,60605
325149,42,NaN,NTI UPSTREAM,180 N MICHIGAN AVE 7TH FLOOR 710,60601
325165,4,NaN,WIREDTREE,53 W JACKSON BLVD 17TH 1734,60604
325204,42,NaN,"HEARTLAND FINANCIAL SERVICES, LLC",180 N MICHIGAN AVE 9TH 908,60601
325206,42,NaN,SJB ADVERTISING & MARKETING,180 N MICHIGAN AVE 9TH 908,60601
325273,42,NaN,ZENNER CONSULTING GROUP,400 N MICHIGAN AVE 10TH 1020,60611
325280,42,NaN,HARLAN SPORTS MANAGEMENT,400 N MICHIGAN AVE 10TH 1016,60611
325290,42,NaN,BROWN GIBBONS LANG & COMPANY,180 N STETSON AVE 36TH 3600,60601
32531,19,NaN,TAX ACCOUNTING HEADQUARTERS IN,9105 S WESTERN AVE 1ST,60620
325316,33,775,MUSA SNACK SHOP,3358 W MONTROSE AVE 1ST,60618
325369,41,775 | 904 | 767,HUDSON NEWS,11601 W TOUHY AVE  1-C25A,60666
325394,46,NaN,AMANDA'S CONSULTANT CRYSTALS,3832 N BROADWAY  1ST,60613
32542,23,817 | 929,K-DISPLAY CORP,6150 S OAK PARK AVE  1,60638
325425,42,NaN,"FACTSET RESEARCH SYSTEMS, INC.",311 S WACKER DR 63RD 6300,60606
32546,20,NaN,CLOTHES CIRCUT INC,4733 S ASHLAND AVE 1ST,60609
32547,44,624,RED EYE ANTIQUES,3715 N ASHLAND AVE,60613
325476,47,NaN,"ROB PARAL AND ASSOCIATES, LTD.",4507 N RAVENSWOOD AVE 1,60640
325480,27,601 | 602 | 754,MCCAFFERY INTERESTS INC,176 N RACINE AVE 2ND 200,60607
32559,23,763,SYMPHONY,6507 W ARCHER AVE 1ST,60638
3256,34,775,"B & G HEINZ PHARMACY, INC",559 W 103RD ST 1ST,60628
32575,31,NaN,BRITE SITE SUPPLY INC,4616 W FULLERTON AVE 1ST,60639
325786,22,763,DOLLAR BUSTER,3403 W 26TH ST 1ST,60623
32579,7,829,ROYAL LOUNGE,9924 S TORRENCE AVE 1ST,60617
32587,16,NaN,EL FOCO ROJO,2710 W 59TH ST 1,60629
325892,35,NaN,DANIEL GENERAL CONSTRUCTION,3922 N ST LOUIS AVE  2ND,60618
325898,11,NaN,JMD SUPPLY SOLUTIONS,3084 S LOCK ST 1ST FRONT,60608
325983,2,NaN,"BOULEVARD TRAVEL, INC.",875 N MICHIGAN AVE 27TH 2717,60611
325984,44,855,MIDWEST VALET,3311 N CLARK ST GROUND,60657
325991,29,NaN,AUSTIN COMMUNITY COIN LAUNDRY,5533 W MADISON ST 1ST,60644
325993,4,775,"HYDE PARK PRODUCE, LTD",1226 E 53RD ST STROE FRONT,60615
325997,3,NaN,FLASH TAX SERVICE,312 E 47TH ST 1 1,60653
32602,11,NaN,CITY TIRE INC,452 W 47TH ST 1ST,60609
326030,4,775,MCDONALD'S RESTAURANTS,2525 S DR MARTIN LUTHER KING JR DR 1ST,60616
32607,42,NaN,GOTTLIEB BROTHERS INC,55 E WASHINGTON ST  709,60602
326100,24,775,ADAM FOODS MART PLUS,1339 S HOMAN AVE,60623
326126,34,775,BEGGAR'S PIZZA,10314 S HALSTED ST 1,60628
326177,50,724,ANDREA'S EARTH-FRIENDLY CLEANING,6210 N ROCKWELL ST 1ST,60659
326200,15,NaN,CHICAGO'S FIRST PRIORITY,3011 W 41ST ST 1 1,60632
326251,42,735,BURKE'S BACON BAR,610 N RUSH ST 1,60611
326268,42,NaN,"PEAK6 INVESTMENTS, LP",141 W JACKSON BLVD 5TH 500,60604
326282,45,712,MARINO CHRYSLER JEEP DODGE,5133 W IRVING PARK RD 1,60641
326302,1,828,CHICAGO TRUE BLUE,2523 W NORTH AVE,60647
326395,28,NaN,"ONE STOP SHOP FOUR, INC.",206 S CICERO AVE 1,60644
326396,41,NaN,"PREMIER COMFORT, LLC",8770 W BRYN MAWR AVE 13TH 1300,60631
326443,42,NaN,"MERCURIA ENERGY TRADING, INC.",311 S WACKER DR 17TH 1700,60606
326445,42,NaN,"BABYZONE.COM, INC.",401 N MICHIGAN AVE 12TH 1207,60611
326501,3,NaN,ASCENDING TECHNOLGIES,1601 S INDIANA AVE  113,60616
326517,36,NaN,VILLAWOLF CORP.,2319 N NEWCASTLE AVE 1ST,60707
326533,37,NaN,"FERGUSON FUNERAL SERVICES, INC.",5515 W CHICAGO AVE 1ST FLOOR 1,60651
326538,25,775,7-ELEVEN # 33731,954 W MONROE ST,60607
32654,33,NaN,PETER & THE WOLF CANINE,3050 N WESTERN AVE # 1,60618
326557,39,NaN,SUPER MATTRESS OUTLET LLC,4307 W LAWRENCE AVE 1 1,60630
326568,42,NaN,"FOUNDERS COMMODITIES, LLC",141 W JACKSON BLVD 38 3810,60604
326581,42,NaN,"Bankrate, Inc.",222 W ADAMS ST 24 2475,60606
326593,42,708,"MITSUI RAIL CAPITAL, LLC",1 S WACKER DR 31 3110,60606
326596,14,NaN,"GEHRETT PLUMBING, INC.",4743 S KNOX AVE 1 1,60632
3266,35,NaN,CENTRAL FOOD MART,2125 N CENTRAL PARK AVE 1ST,60647
32661,26,894,ROSNOGAIZI,4145-4147 W NORTH AVE,60639
326652,14,775,K G HALL,4235 W 47TH ST 1,60632
326654,42,NaN,"GALLUP, INC.",111 S WACKER DR 48 4850,60606
326663,5,NaN,"""EXODUS"" - LIFE SKILLS TRAINING, INC.",5424 S CORNELL AVE 2ND 203,60615
326696,39,712,"CHICAGO'S FINEST, INC.",4258 N ELSTON AVE 1,60618
32673,45,NaN,QUAKER TOOL GRINDING CO INC,5480 N ELSTON AVE  1,60630
326750,44,676,CITY SUITES HOTEL,933 W BELMONT AVE 1 - 4,60657
326751,42,814,MISS ASIA,50 W WASHINGTON ST,60602
326765,42,NaN,"THE SIEGFRIED GROUP, LLP",71 S WACKER DR 35 3590,60606
326777,27,724,J & J CLEANING SERVICE PLUS INC.,15 S LEAVITT ST 1ST,60612
326803,32,NaN,PHOTOGRAPHY BY SHER,3056 N ASHLAND AVE 1ST,60657
326818,47,775,"M & G CHAR GRILL,, INC.",1821 W IRVING PARK RD 1ST FLOOR A,60613
326874,40,NaN,LIFENATURAL HEALTH CENTER,2731 W LAWRENCE AVE 1 A,60625
326879,1,638,MANA FOOD BAR,1742 W DIVISION ST 1,60622
326903,35,NaN,SAN MARTIN DE PORREZ,3753 W FULLERTON AVE 1,60647
326914,30,775,CASA ANTIGUA,5814 W FULLERTON AVE 1 1,60639
326946,39,NaN,D & K CUSTOM CONSTRUCTION,5534 W ARDMORE AVE 1 1,60646
326965,7,NaN,"SONG'S SPIN CYCLES, INC.",7352 S STONY ISLAND AVE 1,60649
327010,36,NaN,NOW YEAH,3550 N AUSTIN AVE 1 1,60634
327012,42,NaN,"SELBERT PERKINS DESIGN, INC.",2 N RIVERSIDE PLZ 14TH 1475,60606
32702,34,829,FRED W RILEY,1640 W 115TH ST,60643
327046,25,NaN,COMPASS ASSOCIATES LLC,2202 S HALSTED ST 1ST 100,60608
327070,42,670,LIFESTART AT CENTRAL PARK,1 N FRANKLIN ST 3RD,60606
327074,42,NaN,WINDSOR PARTNERS INCORPORATED,70 W MADISON ST 14 1400,60602
327088,27,602,CHICAGO GALLERY NEWS INC.,213 W INSTITUTE PL 3 309,60610
327096,12,NaN,MIDWEST CONTRACT CARPET INC.,2743 W 36TH PL 1ST,60632
327111,42,NaN,"WOODLAND VENTURE MANAGEMENT, LLC",20 N WACKER DR 22 2200,60606
327122,44,724,VAYUCON INC.,2909 N SHERIDAN RD 19TH 1902,60657
327136,42,NaN,EXCELERATION TRAINING & CONSULTING,200 W MADISON ST 26TH 2650,60606
327143,42,NaN,"MANAGEMENT PLANNING, INC.",70 W MADISON ST 14TH 1409,60602
327185,27,NaN,"TWINKLEBERRY & SON, INC.",1229 N NORTH BRANCH ST  212,60642
327191,27,NaN,"BELO USA TRAVEL, INC",1504 N WELLS ST 2ND,60610
32721,12,NaN,BANG JEWELRY,4100 S ASHLAND AVE,60609
327210,42,NaN,PRIME THERAPEUTICS LLC,190 S LA SALLE ST 6TH 650,60603
32725,1,763,LALEY FOODS,2700 W FRANCIS PL 1ST,60647
327278,42,NaN,FORBES TRAVEL GUIDE,200 W MADISON ST 39TH 3950,60606
327303,49,763,LIVEEN GROCERY,6658 N CLARK ST STOREFRONT 1,60626
32732,29,NaN,DOMINIC QUALITY HOME IMPROV IN,7521 W BELMONT AVE  1,60634
327338,40,NaN,THE DIGITAL CONVERT,5865 N LINCOLN AVE 1ST 116,60659
327369,42,NaN,"CHIC ADVISORS, LLC",676 N MICHIGAN AVE  3650,60611
327409,42,NaN,"OBJECTIVE ARTS, INC.",20 N WACKER DR 5TH 580,60606
32745,33,NaN,CANOS VILLAGE,2953 W BELMONT AVE,60618
327464,32,NaN,ENFORENT CAPITAL,1955 N LEAVITT ST 4TH 4D,60647
32749,9,673,JOHNSON RELIABLE SERVICE,424 E 95TH ST MAIN,60619
327493,26,NaN,S & S JEWELRY &  DIAMONDS,4046 W NORTH AVE,60639
327505,42,NaN,THE UNGAR GROUP,333 N MICHIGAN AVE  720,60601
327509,42,NaN,"MORIARTY/FOX, INC.",20 N WACKER DR 24TH 2410,60606
327568,32,763,7-ELEVEN #33956A,1942 N ELSTON AVE,60642
327573,10,NaN,NAIL ART,10606 S EWING AVE 1 1,60617
327584,7,674,EJ ELECTRIC,2435 E 83RD ST 1ST,60617
327592,44,814,Efes Cafe,3138 N BROADWAY,60657
327624,42,NaN,"W.H. TRADING, L.L.C.",318 W ADAMS ST 19TH 1900,60606
327625,42,NaN,"INTEGRIFY, INC.",20 N WACKER DR 18TH 1828,60606
327626,42,NaN,"VANTAGE LEADERSHIP CONSULTING, LLC",20 N WACKER DR 27 2720,60606
327632,2,NaN,American Laser Skincare,845 N MICHIGAN AVE 9TH FLOOR 963 W,60611
327672,42,NaN,AMERICAN APPRAISAL,71 S WACKER DR 34TH 3440,60606
327764,41,775,LUCKY GRILL,7779 W TALCOTT AVE 1ST,60631
327842,42,NaN,JMP SECURITIES,200 S WACKER DR  3101,60606
327852,42,602 | 619,SERVER CENTRAL NETWORK,111 W JACKSON BLVD 16TH 1600,60604
327945,42,720,"AMERICA'S SECOND HARVEST, THE NATION'S FOOD BA...",35 E WACKER DR 20TH/19TH 2000,60601
327951,47,NaN,BACKBEAT MUSIC INSTRUCTION,3922 N ASHLAND AVE 1ST FLOOR 1,60613
327975,44,NaN,JAMES LEE PIONTKOWSKI,737 W BUCKINGHAM PL  3,60657
328002,42,NaN,"PROFILE, INC.",216 W JACKSON BLVD 3 330,60606
328055,43,814,KYOTO SUSHI RESTAURANT,2500 N LINCOLN AVE,60614
328093,42,NaN,"PRIMA SOLUTIONS, INC.",101 N WACKER DR 6 601,60606
328101,12,895,TIP NAILS,3170 S ASHLAND AVE 1,60608
328168,14,673,I KNOW PAINTING AND DECORATING,5231 S CICERO AVE 1ST,60632
328246,42,NaN,"INTERNATIONAL FUTURES GROUP, INC.",150 S WACKER DR  1310,60606
328269,38,NaN,"BALTIC DELI, INC.",7532 W ADDISON ST 1ST,60634
32833,48,NaN,MEMORIES PUB,6325 N CLARK ST,60660
328407,42,NaN,SARO TRADING COMPANY,222 W MERCHANDISE MART PLZ 13 13-420,60654
328457,16,775,SHARKS FISH & CHCKEN,6114 S WESTERN AVE 1ST,60636
328526,42,NaN,"DELINQUENCY PREVENTION SERVICES, INC.",223 W JACKSON BLVD 7 700,60606
328544,39,NaN,SAMLAND HOME CARE SERVICES,4320 W MONTROSE AVE 1ST,60641
328551,39,724,"VARIMANTS M. MURNIEKS, EA",5041 N ST LOUIS AVE,60625
32858,33,NaN,DONE RITE AUTO SALE/REPAIR INC,3001 N ELSTON AVE # 1ST,60618
3286,49,763,PAULINA SUPER MARKET INC,7622 N PAULINA ST,60626
32860,42,NaN,RITA BUCHEIT LTD,449 N WELLS ST 1ST,60610
328616,42,NaN,MAXIMILIAN,900 N MICHIGAN AVE,60611
328680,33,828,A - PLUS,3034 W BELMONT AVE 1 1,60618
32870,45,NaN,RAYMONDS ART STUDIO PHOTOGRAPH,5726 W HIGGINS AVE 1ST,60630
328755,42,NaN,URBAN LIBRARIES COUNCIL,125 S WACKER DR 10 1050,60606
328762,42,NaN,"ZOLLA/LIEBERMAN GALLERY, INC.",325 W HURON ST GROUND,60610
328768,8,648,FOX CLEANERS CO.,7629 S JEFFERY BLVD 1,60649
328793,27,NaN,COMPAGNIA DELLA BELLEZZA,1500 N WELLS ST 2ND 2A,60610
32881,15,NaN,JAMES W PIPKINS,6527 S PAULINA ST 1ST,60636
32882,31,829,BLONDIE'S LOUNGE LTD,4958 W DIVERSEY AVE 1ST,60639
32885,45,NaN,C & S CONSTRUCTION,5004 N PARKSIDE AVE  1,60630
328872,42,NaN,"TECHNOLOGY SOURCING, INC.",8 S MICHIGAN AVE 25TH 2500,60603
328933,30,775,J J MINI STORE,3343 N PULASKI RD 1ST,60641
328936,2,638,CAFE MED,198 E DELAWARE PL 1,60611
328940,27,NaN,NEOTERIC DESIGN,213 W INSTITUTE PL 7 702,60610
328966,42,NaN,BOSTON HANNAH CHICAGO LLC,39 S LA SALLE ST 4 420,60603
328992,27,942,Starfruit Cafe,900 W RANDOLPH ST,60607
329061,17,819,LONNIE STURDIVANT,7520 S MORGAN ST,60620
329062,42,NaN,"IG US HOLDINGS, INC.",311 S WACKER DR 26 2650,60606
3291,25,775,LA FAVORITA 2,1925 S MAY ST,60608
32911,22,NaN,"EL PASO AUTO PARTS, INC",3245 S KOSTNER AVE 1ST,60623
329150,43,NaN,DALCHI GROUP INC.,615 W DEMING PL 2ND 205,60614
329214,35,775,HEAVENLY,2662 N SAWYER AVE 1 1,60647
329226,42,814,Suparossa,50 W WASHINGTON ST,60602
329258,42,NaN,"ROUNDARCH, INC.",350 N LA SALLE DR 12 1200,60610
32936,47,NaN,PETE'S HEATING & COOLING,4246 N ASHLAND AVE 1ST,60613
329386,37,NaN,FRANCISCO OLVERA,4545 W DIVISION ST  R30,60651
329432,4,NaN,ANIKO SPA,1109 S WABASH AVE 1,60605
329436,42,648,ONTARIO PLACE VALET CLEANERS,10 E ONTARIO ST 1,60611
329457,2,NaN,GEETA-UNIQUE TRAVELS,1039 N LA SALLE DR 1ST FL 1,60610
329487,26,774 | 932,NORTH & PULASKI FRESH MARKET,3850 W NORTH AVE,60647
329489,4,775,"LA COCINA MEXICAN GRILL, LLC",11 W JACKSON BLVD 1,60604
329493,42,NaN,GFK KNOWLEDGE NETWORKS,230 W MONROE ST 14TH FL 1420,60606
329497,42,NaN,GOSPEL MUSIC CHANNEL,203 N LA SALLE ST 21ST 2100,60601
32951,33,711,RICHARD'S BODY SHOP,3046-3058 W LAWRENCE AVE,60625
32952,50,823,GEORGES SUNSHINE PRE SCHOOL,2100 W DEVON AVE 1ST,60659
32953,30,NaN,PAULEN AUTO BODY SHOP INC,4346 W BELMONT AVE,60641
329564,42,NaN,"CM ACQUISITIONS, L.L.C.",230 W MONROE ST 20 2000,60606
329589,50,NaN,ALL AMERICAN SUPPLY INC,6433 N CALIFORNIA AVE 1ST,60645
329627,44,775,ZAD,3112 N BROADWAY  1ST,60657
329662,32,775,NICK'S PIT STOP,2011 N DAMEN AVE,60647
329706,33,NaN,CHUNG'S AUTO BODY SHOP SERIES,4444 N KEDZIE AVE,60625
32977,45,921,WALLS FLOWER SHOP,5862 W HIGGINS AVE  2,60630
32983,43,NaN,ACT 1 BOOKSTORE,2540 N LINCOLN AVE 1ST,60614
329853,12,929,CENTRAL GENERAL CONTRACTOR,3115 W 36TH ST 1ST FL,60632
329855,20,NaN,"URBAN BEAUTY SUPPLY, INC",4726 S ASHLAND AVE 1ST,60609
32991,18,NaN,FRANK'S UPHOLSTERY,3900 W 79TH ST 1ST,60652
329933,42,601,GOLUB REALTY SERVICES LLC,680 N LAKE SHORE DR,60611
329990,8,NaN,MZ. GEORGIA'S PLAZE S.O.M.,7949 S SOUTH CHICAGO AVE 1ST,60617
329991,47,NaN,MANIFOLD CHICAGO,4426 N RAVENSWOOD AVE 1ST,60640
329999,17,775,CITGO FUEL,7901 S DAMEN AVE,60620
330009,47,NaN,COLLETTE POLLARD,2419 W MONTROSE AVE GARDEN LEVEL & 1ST,60618
330022,38,NaN,"E J GOLDEN BROWN CO,",4630 N CUMBERLAND AVE 1ST 1,60656
330107,2,638,C-HOUSE,166 E SUPERIOR ST 1 & 29,60611
330142,8,894,final touch hair and barb  salon,820 E 79TH ST 1,60619
33016,21,NaN,EZZARD CHARLES DAYCARE CENTER,7946 S ASHLAND AVE 1ST,60620
330173,2,NaN,Dearborn Garden Walk,1300 N DEARBORN ST,60610
330195,42,NaN,MERRILL LYNCH COMMERCIAL FINANCE CORP.,222 N LA SALLE ST 17TH,60601
33021,9,NaN,CYGNUS CORP,340 E 138TH ST  1,60827
33025,21,NaN,BROWN'S GENERAL CONTRACTOR,9331 S PRINCETON AVE 1ST,60620
330259,42,775,SUGAR BLISS CAKE BOUTIQUE,115 N WABASH AVE 1,60602
330274,42,NaN,KIDS FIRST CHICAGO FOR EDUCATION,21 S CLARK ST 43 4301,60603
330275,42,NaN,CLEAR POINT FINANCIAL LLC,175 W JACKSON BLVD 4TH 428,60604
330293,6,724,"HANG'EM HIGH, INC.",8031 S LANGLEY AVE,60619
33036,45,NaN,FRANKLIN CASH REGISTER,4257 N MILWAUKEE AVE,60641
330378,27,775,BOW & STERN OYSTER BAR,1371 W CHICAGO AVE 1,60642
330412,11,NaN,NEW CONCEPTECH CORPORATION,2889 S ARCHER AVE 1ST,60608
330554,45,NaN,"CHICAGO MEETINGS & MORE, INC",5118 N ELSTON AVE 1ST,60630
330664,42,NaN,ASP-ONE,230 W MONROE ST 2ND 230,60606
3307,1,775,T & C MEAT MARKET,2812 W NORTH AVE 1ST,60647
330714,13,NaN,CARQUEST AUTO PARTS #2777,5815 W 63RD ST 1ST,60638
330718,15,NaN,JAVIER'S GLASS CO.,1948 W 51ST ST 1ST,60609
330748,42,NaN,Michelle Levelle Boutique,63 E LAKE ST 2ND 203,60601
330764,43,814,Churro Factory,2100 N LINCOLN PARK WEST,60614
330816,42,763,GATEWAY NEWSTAND,300 S RIVERSIDE PLZ 1 1,60606
330819,33,775,SWEET CELEBRATIONS BAKERY,3500 N ELSTON AVE 1ST,60618
33093,25,NaN,THE RESURRECTION PROJECT,1818 S PAULINA ST 1-3,60608
33096,8,NaN,CLIFTON TOWNS & ASSO,820 E 87TH ST 1ST,60619
330982,38,775,CAPONIES TRATTORIA,7419 W IRVING PARK RD 1ST,60634
330983,42,NaN,"THE JOHN BUCK COMPANY, L.L.C.",1 N WACKER DR 24TH 2400,60606
331,48,NaN,OLLIES,1064 W BERWYN AVE,60640
331023,12,NaN,JAIME'S PETS,4100 S ASHLAND AVE 1ST FL 47,60609
